weapon_type,concept,level,name,description
방패,압도,0,+0강 압도 흔적만 남은 방패,"압도의 힘이 방패에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,1,+1강 압도 깃든 방패,"압도의 힘이 방패에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,2,+2강 압도 뒤얽힌 방패,"압도의 힘이 방패에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,3,+3강 압도 잠식된 방패,"압도의 힘이 방패에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,4,+4강 압도 삼켜진 방패,"압도의 힘이 방패에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,5,+5강 압도 숨 쉬는 방패,"압도의 힘이 방패에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,6,+6강 압도 속삭이는 방패,"압도의 힘이 방패에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,7,+7강 압도 의지를 가진 방패,"압도의 힘이 방패에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,8,+8강 압도 시험하는 방패,"압도의 힘이 방패에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,9,+9강 압도 명령하는 방패,"압도의 힘이 방패에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,10,+10강 압도 주인이 된 방패,"압도의 힘이 방패에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,11,+11강 압도 굴복시킨 방패,"압도의 힘이 방패에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,12,+12강 압도 피를 요구하는 방패,"압도의 힘이 방패에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,13,+13강 압도 전장을 뒤덮는 방패,"압도의 힘이 방패에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,14,+14강 압도 영혼을 침식하는 방패,"압도의 힘이 방패에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,15,+15강 압도 재앙이 된 방패,"압도의 힘이 방패에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,16,+16강 압도 세계에 뿌리내린 방패,"압도의 힘이 방패에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,17,+17강 압도 질서를 뒤흔드는 방패,"압도의 힘이 방패에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,18,+18강 압도 세계를 삼키는 방패,"압도의 힘이 방패에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,19,+19강 압도 모든 것을 집어삼킨 방패,"압도의 힘이 방패에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,압도,20,+20강 압도 그 자체가 된 방패,"압도의 힘이 방패에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,0,+0강 절대 흔적만 남은 방패,"절대의 힘이 방패에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,1,+1강 절대 깃든 방패,"절대의 힘이 방패에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,2,+2강 절대 뒤얽힌 방패,"절대의 힘이 방패에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,3,+3강 절대 잠식된 방패,"절대의 힘이 방패에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,4,+4강 절대 삼켜진 방패,"절대의 힘이 방패에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,5,+5강 절대 숨 쉬는 방패,"절대의 힘이 방패에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,6,+6강 절대 속삭이는 방패,"절대의 힘이 방패에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,7,+7강 절대 의지를 가진 방패,"절대의 힘이 방패에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,8,+8강 절대 시험하는 방패,"절대의 힘이 방패에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,9,+9강 절대 명령하는 방패,"절대의 힘이 방패에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,10,+10강 절대 주인이 된 방패,"절대의 힘이 방패에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,11,+11강 절대 굴복시킨 방패,"절대의 힘이 방패에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,12,+12강 절대 피를 요구하는 방패,"절대의 힘이 방패에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,13,+13강 절대 전장을 뒤덮는 방패,"절대의 힘이 방패에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,14,+14강 절대 영혼을 침식하는 방패,"절대의 힘이 방패에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,15,+15강 절대 재앙이 된 방패,"절대의 힘이 방패에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,16,+16강 절대 세계에 뿌리내린 방패,"절대의 힘이 방패에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,17,+17강 절대 질서를 뒤흔드는 방패,"절대의 힘이 방패에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,18,+18강 절대 세계를 삼키는 방패,"절대의 힘이 방패에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,19,+19강 절대 모든 것을 집어삼킨 방패,"절대의 힘이 방패에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,절대,20,+20강 절대 그 자체가 된 방패,"절대의 힘이 방패에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,0,+0강 불멸 흔적만 남은 방패,"불멸의 힘이 방패에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,1,+1강 불멸 깃든 방패,"불멸의 힘이 방패에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,2,+2강 불멸 뒤얽힌 방패,"불멸의 힘이 방패에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,3,+3강 불멸 잠식된 방패,"불멸의 힘이 방패에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,4,+4강 불멸 삼켜진 방패,"불멸의 힘이 방패에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,5,+5강 불멸 숨 쉬는 방패,"불멸의 힘이 방패에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,6,+6강 불멸 속삭이는 방패,"불멸의 힘이 방패에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,7,+7강 불멸 의지를 가진 방패,"불멸의 힘이 방패에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,8,+8강 불멸 시험하는 방패,"불멸의 힘이 방패에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,9,+9강 불멸 명령하는 방패,"불멸의 힘이 방패에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,10,+10강 불멸 주인이 된 방패,"불멸의 힘이 방패에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,11,+11강 불멸 굴복시킨 방패,"불멸의 힘이 방패에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,12,+12강 불멸 피를 요구하는 방패,"불멸의 힘이 방패에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,13,+13강 불멸 전장을 뒤덮는 방패,"불멸의 힘이 방패에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,14,+14강 불멸 영혼을 침식하는 방패,"불멸의 힘이 방패에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,15,+15강 불멸 재앙이 된 방패,"불멸의 힘이 방패에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,16,+16강 불멸 세계에 뿌리내린 방패,"불멸의 힘이 방패에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,17,+17강 불멸 질서를 뒤흔드는 방패,"불멸의 힘이 방패에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,18,+18강 불멸 세계를 삼키는 방패,"불멸의 힘이 방패에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,19,+19강 불멸 모든 것을 집어삼킨 방패,"불멸의 힘이 방패에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불멸,20,+20강 불멸 그 자체가 된 방패,"불멸의 힘이 방패에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,0,+0강 사냥 흔적만 남은 활,"사냥의 힘이 활에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,1,+1강 사냥 깃든 활,"사냥의 힘이 활에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,2,+2강 사냥 뒤얽힌 활,"사냥의 힘이 활에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,3,+3강 사냥 잠식된 활,"사냥의 힘이 활에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,4,+4강 사냥 삼켜진 활,"사냥의 힘이 활에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,5,+5강 사냥 숨 쉬는 활,"사냥의 힘이 활에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,6,+6강 사냥 속삭이는 활,"사냥의 힘이 활에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,7,+7강 사냥 의지를 가진 활,"사냥의 힘이 활에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,8,+8강 사냥 시험하는 활,"사냥의 힘이 활에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,9,+9강 사냥 명령하는 활,"사냥의 힘이 활에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,10,+10강 사냥 주인이 된 활,"사냥의 힘이 활에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,11,+11강 사냥 굴복시킨 활,"사냥의 힘이 활에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,12,+12강 사냥 피를 요구하는 활,"사냥의 힘이 활에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,13,+13강 사냥 전장을 뒤덮는 활,"사냥의 힘이 활에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,14,+14강 사냥 영혼을 침식하는 활,"사냥의 힘이 활에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,15,+15강 사냥 재앙이 된 활,"사냥의 힘이 활에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,16,+16강 사냥 세계에 뿌리내린 활,"사냥의 힘이 활에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,17,+17강 사냥 질서를 뒤흔드는 활,"사냥의 힘이 활에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,18,+18강 사냥 세계를 삼키는 활,"사냥의 힘이 활에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,19,+19강 사냥 모든 것을 집어삼킨 활,"사냥의 힘이 활에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,사냥,20,+20강 사냥 그 자체가 된 활,"사냥의 힘이 활에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,0,+0강 관통 흔적만 남은 활,"관통의 힘이 활에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,1,+1강 관통 깃든 활,"관통의 힘이 활에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,2,+2강 관통 뒤얽힌 활,"관통의 힘이 활에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,3,+3강 관통 잠식된 활,"관통의 힘이 활에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,4,+4강 관통 삼켜진 활,"관통의 힘이 활에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,5,+5강 관통 숨 쉬는 활,"관통의 힘이 활에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,6,+6강 관통 속삭이는 활,"관통의 힘이 활에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,7,+7강 관통 의지를 가진 활,"관통의 힘이 활에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,8,+8강 관통 시험하는 활,"관통의 힘이 활에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,9,+9강 관통 명령하는 활,"관통의 힘이 활에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,10,+10강 관통 주인이 된 활,"관통의 힘이 활에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,11,+11강 관통 굴복시킨 활,"관통의 힘이 활에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,12,+12강 관통 피를 요구하는 활,"관통의 힘이 활에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,13,+13강 관통 전장을 뒤덮는 활,"관통의 힘이 활에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,14,+14강 관통 영혼을 침식하는 활,"관통의 힘이 활에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,15,+15강 관통 재앙이 된 활,"관통의 힘이 활에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,16,+16강 관통 세계에 뿌리내린 활,"관통의 힘이 활에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,17,+17강 관통 질서를 뒤흔드는 활,"관통의 힘이 활에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,18,+18강 관통 세계를 삼키는 활,"관통의 힘이 활에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,19,+19강 관통 모든 것을 집어삼킨 활,"관통의 힘이 활에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,관통,20,+20강 관통 그 자체가 된 활,"관통의 힘이 활에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,0,+0강 예언 흔적만 남은 활,"예언의 힘이 활에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,1,+1강 예언 깃든 활,"예언의 힘이 활에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,2,+2강 예언 뒤얽힌 활,"예언의 힘이 활에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,3,+3강 예언 잠식된 활,"예언의 힘이 활에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,4,+4강 예언 삼켜진 활,"예언의 힘이 활에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,5,+5강 예언 숨 쉬는 활,"예언의 힘이 활에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,6,+6강 예언 속삭이는 활,"예언의 힘이 활에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,7,+7강 예언 의지를 가진 활,"예언의 힘이 활에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,8,+8강 예언 시험하는 활,"예언의 힘이 활에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,9,+9강 예언 명령하는 활,"예언의 힘이 활에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,10,+10강 예언 주인이 된 활,"예언의 힘이 활에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,11,+11강 예언 굴복시킨 활,"예언의 힘이 활에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,12,+12강 예언 피를 요구하는 활,"예언의 힘이 활에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,13,+13강 예언 전장을 뒤덮는 활,"예언의 힘이 활에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,14,+14강 예언 영혼을 침식하는 활,"예언의 힘이 활에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,15,+15강 예언 재앙이 된 활,"예언의 힘이 활에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,16,+16강 예언 세계에 뿌리내린 활,"예언의 힘이 활에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,17,+17강 예언 질서를 뒤흔드는 활,"예언의 힘이 활에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,18,+18강 예언 세계를 삼키는 활,"예언의 힘이 활에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,19,+19강 예언 모든 것을 집어삼킨 활,"예언의 힘이 활에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,예언,20,+20강 예언 그 자체가 된 활,"예언의 힘이 활에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,0,+0강 암살 흔적만 남은 활,"암살의 힘이 활에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,1,+1강 암살 깃든 활,"암살의 힘이 활에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,2,+2강 암살 뒤얽힌 활,"암살의 힘이 활에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,3,+3강 암살 잠식된 활,"암살의 힘이 활에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,4,+4강 암살 삼켜진 활,"암살의 힘이 활에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,5,+5강 암살 숨 쉬는 활,"암살의 힘이 활에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,6,+6강 암살 속삭이는 활,"암살의 힘이 활에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,7,+7강 암살 의지를 가진 활,"암살의 힘이 활에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,8,+8강 암살 시험하는 활,"암살의 힘이 활에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,9,+9강 암살 명령하는 활,"암살의 힘이 활에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,10,+10강 암살 주인이 된 활,"암살의 힘이 활에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,11,+11강 암살 굴복시킨 활,"암살의 힘이 활에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,12,+12강 암살 피를 요구하는 활,"암살의 힘이 활에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,13,+13강 암살 전장을 뒤덮는 활,"암살의 힘이 활에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,14,+14강 암살 영혼을 침식하는 활,"암살의 힘이 활에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,15,+15강 암살 재앙이 된 활,"암살의 힘이 활에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,16,+16강 암살 세계에 뿌리내린 활,"암살의 힘이 활에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,17,+17강 암살 질서를 뒤흔드는 활,"암살의 힘이 활에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,18,+18강 암살 세계를 삼키는 활,"암살의 힘이 활에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,19,+19강 암살 모든 것을 집어삼킨 활,"암살의 힘이 활에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,암살,20,+20강 암살 그 자체가 된 활,"암살의 힘이 활에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,0,+0강 추적 흔적만 남은 활,"추적의 힘이 활에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,1,+1강 추적 깃든 활,"추적의 힘이 활에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,2,+2강 추적 뒤얽힌 활,"추적의 힘이 활에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,3,+3강 추적 잠식된 활,"추적의 힘이 활에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,4,+4강 추적 삼켜진 활,"추적의 힘이 활에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,5,+5강 추적 숨 쉬는 활,"추적의 힘이 활에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,6,+6강 추적 속삭이는 활,"추적의 힘이 활에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,7,+7강 추적 의지를 가진 활,"추적의 힘이 활에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,8,+8강 추적 시험하는 활,"추적의 힘이 활에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,9,+9강 추적 명령하는 활,"추적의 힘이 활에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,10,+10강 추적 주인이 된 활,"추적의 힘이 활에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,11,+11강 추적 굴복시킨 활,"추적의 힘이 활에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,12,+12강 추적 피를 요구하는 활,"추적의 힘이 활에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,13,+13강 추적 전장을 뒤덮는 활,"추적의 힘이 활에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,14,+14강 추적 영혼을 침식하는 활,"추적의 힘이 활에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,15,+15강 추적 재앙이 된 활,"추적의 힘이 활에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,16,+16강 추적 세계에 뿌리내린 활,"추적의 힘이 활에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,17,+17강 추적 질서를 뒤흔드는 활,"추적의 힘이 활에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,18,+18강 추적 세계를 삼키는 활,"추적의 힘이 활에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,19,+19강 추적 모든 것을 집어삼킨 활,"추적의 힘이 활에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,추적,20,+20강 추적 그 자체가 된 활,"추적의 힘이 활에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,0,+0강 저격 흔적만 남은 활,"저격의 힘이 활에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,1,+1강 저격 깃든 활,"저격의 힘이 활에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,2,+2강 저격 뒤얽힌 활,"저격의 힘이 활에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,3,+3강 저격 잠식된 활,"저격의 힘이 활에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,4,+4강 저격 삼켜진 활,"저격의 힘이 활에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,5,+5강 저격 숨 쉬는 활,"저격의 힘이 활에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,6,+6강 저격 속삭이는 활,"저격의 힘이 활에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,7,+7강 저격 의지를 가진 활,"저격의 힘이 활에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,8,+8강 저격 시험하는 활,"저격의 힘이 활에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,9,+9강 저격 명령하는 활,"저격의 힘이 활에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,10,+10강 저격 주인이 된 활,"저격의 힘이 활에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,11,+11강 저격 굴복시킨 활,"저격의 힘이 활에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,12,+12강 저격 피를 요구하는 활,"저격의 힘이 활에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,13,+13강 저격 전장을 뒤덮는 활,"저격의 힘이 활에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,14,+14강 저격 영혼을 침식하는 활,"저격의 힘이 활에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,15,+15강 저격 재앙이 된 활,"저격의 힘이 활에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,16,+16강 저격 세계에 뿌리내린 활,"저격의 힘이 활에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
활,저격,17,+17강 저격 질서를 뒤흔드는 활,"저격의 힘이 활에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
